property_name,additional_info,address,area,city,hotel_category,hotel_facilities,hotel_star_rating,province,review_count_by_category,room_count,room_facilities,room_type,site_review_rating,state
Hotel Sea View,Room Service,"Brahma Complex, D Wing, Sec- 15, Palm Beach Road, C.B.D.Belapur, navi mumbai",Navi Mumbai Area,Navi Mumbai,regular,Concierge|Doctor on Call|Dry Cleaning|Laundry Service Available|Lobby|Parking Facilities Available|24 Hour Front Desk|Luggage Storage|Doorman|Medical Assistance Available|Suitable For Children|Veranda|Food Facility|Family Room|Room Service (24 Hours)|Parking Facility|Room Service,2,Navi Mumbai,,6,"Room Service |Bathrobe (on request) |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Ensuite / Private Bathroom|Heating Facility (on request) |Iron / Ironing board available|Telephone|Shower Facility Available|Newspapers|Shower Caps Available|Mineral Water|Shoe Shine| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries|Window Opens|Slippers",Deluxe,,Maharashtra
Hotel Siddharth,Room Service|Restaurant,"24, Loha Mandi, Near Central Bus Stand, Sansar Chand Road, Jaipur",Station Area/Sindhi Camp,Jaipur,regular,"Banquet Facilities|Bar / Lounge |Business Center |Currency Exchange|Doctor on Call|Dry Cleaning|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Local Tour / Travel Desk|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Power Backup|Express Check-In / Check-Out|Catering|Wake-up Call / Service|Grocery|Coffee Shop / Cafe|Conference Facility |Fax Machine|Electronic / Magnetic Keys|Multi - Line Phone|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Open Air Restaurant / Dining |Shopping Drop Facility (on fixed timings)|Vegetarian Food / Jain Food Available|Village Visit ( Chargeable )|Car Rental|Express Laundry|Taxi Services|Board Room|Food Facility| Drivers Rest Room|Newspapers In Lobby|Postal / Parcel Services|Room Service (24 Hours)| Cook Services|Party hall|Air / Rail Booking|STD / ISD|Courier Service|Guide / Sightseeing Service|Adjoining Rooms|RO Water Purification System|Outdoor Parking - Secured|Parking Facility",2,Jaipur,positive reviews::1|critical reviews::8|reviews with images::0,13,,Super Deluxe Room,1.7,Rajasthan
Hotel Shiva Palace,Room Service|Internet Access|Restaurant,"Subhash Road, Pachmarhi",Main Town,Pachmarhi,regular,Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Locker Facility|Local Tour / Travel Desk|Luggage Storage|Power Backup|Conference Facility |Food Facility|Room Service (24 Hours)|Air / Rail Booking|Restaurant,0,Pachmarhi,positive reviews::1|critical reviews::2|reviews with images::0,17,"Room Service |Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Iron / Ironing board available|Telephone|Shower Facility Available|Breakfast Available (surcharge)| Hot / Cold Running Water|Housekeeping|Extra Bed, Towels, Linens, Bedding (on request)|Makeup / Shaving Mirror|Dressing Area|Attached Bathroom",Executive A/c Room,2.3,Madhya Pradesh
Hotel Sham Regency,Room Service|Restaurant,"7- G.T. Road,Opposite Model Town",Others,Amritsar,regular,Banquet Facilities|Bar / Lounge |Business Center |Parking Facilities Available|Multi Cuisine Restaurant |Local Tour / Travel Desk|24 Hour Front Desk|Welcome Drinks|Coffee Shop / Cafe|Conference Facility |Newspapers In Lobby|Room Service (24 Hours)|Parking Facility,3,Amritsar,positive reviews::3|critical reviews::1|reviews with images::2,36,Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ensuite / Private Bathroom|Telephone|Housekeeping|Desk in Room|Makeup / Shaving Mirror|Safe - In - Room,Super Deluxe Room,3.3,Punjab
Hotel Saptaparna,Room Service,CHANDMARIDANGA (AVINASH SARANI) P.O Dist: Bankura West Bengal,Others,Bankura,regular,Doctor on Call|Parking Facilities Available|Front Desk|Local Tour / Travel Desk|Taxi Services|Parking Facility|Room Service,1,Bankura,,10,"Room Service |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Toiletries|HD / LCD Satellite TV",Standard Room,,West Bengal
hotel shambhavi,Room Service|Internet Access|Restaurant,hotel shambhavi  station road ganj betul(m.p.),Betul,Betul,regular,"Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Power Backup|Catering|Wake-up Call / Service|Conference Facility |Pick Up and Drop (Rly Station, Bus Stand, Temple)|Vegetarian Food / Jain Food Available|Car Rental|Food Facility| Drivers Rest Room|Newspapers In Lobby|Family Room|Party hall|Outdoor Parking - Secured|Parking Facility|Internet Access|Restaurant|Room Service|CCTV|Pest Control Facility|Public Restrooms|Security at All Hotel Entrances|Speciality Restaurant |Suites",0,Betul,,10,Room Service |Basic Bathroom Amenities|Ceiling Fan|Ensuite / Private Bathroom| Hot / Cold Running Water|Housekeeping|Desk in Room|Toiletries|TV|Mirror|Daily Room Cleaning|Sufficient Lighting|Breakfast chargeable,Deluxe Non Ac Rooms,,Madhya Pradesh
Hotel shivanand,Room Service|Internet Access|Restaurant|Free Internet,"shivanand cafe,Patil Lane, near bus stand, trimbakeshwar, nashik",Trimbak Road,Nashik,regular,"Banquet Facilities|Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Local Tour / Travel Desk|Valet service|24 Hour Front Desk|Luggage Storage|Power Backup|Wedding Services Facility|Wake-up Call / Service|Suitable For Children|Separate Sitting Area|Coffee Shop / Cafe|Smoking Rooms|ATM / Banking|Kitchen available (home cook food on request)|Multi - Line Phone|Fire Place Available |Picnic Area|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Car Rental|Water Dispenser Available|Taxi Services|Food Facility| Drivers Rest Room|Internet Access Free|Yoga Hall / Classes|Family Room|Room Service (24 Hours)|Parking (Surcharge)|Party hall|Air / Rail Booking|Baggage Room|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Restaurant|Room Service|Trekking|CCTV|Pest Control Facility|Security at All Hotel Entrances",3,Nashik,,25,"Room Service |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Breakfast Available (surcharge)| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Separate Bathtubs And Shower|Hill View from all Rooms|Wardrobe|Sofa Table / Extra Seats |TV|Mirror|Dressing Area",Non A/C Room,,Maharashtra
Hotel Shiv Aangan,Room Service,47 polo victory kanti nagar jaipur,Others,Jaipur,regular,Doctor on Call|Parking Facilities Available|Front Desk|24 Hour Front Desk|Baggage Room|Adjoining Rooms|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Room Service|First-Aid Kit at Front Desk|Pest Control Facility,0,Jaipur,,10,Room Service |Alarm Clock|Basic Bathroom Amenities|Newspapers|Mineral Water|Makeup / Shaving Mirror|Primium Bathrooms|Mirror|Attached Bathroom|Do-Not-Disturb Notice|Dustbins|Room Door Fitted with Lock and Key|Room with Window/Ventilation|Rooms with Attached Bathrooms|Sanitary Bin|Sufficient Lighting,Standard Room,,Rajasthan
Hotel Shree Shyam Palace,Internet Access,"Rangbari Road, Mahaveer Nagar 3rd, Mahaveer Nagar,   Kota-Rajasthan",Station Road Area,Kota,regular,Internet Access - Surcharge|Parking Facilities Available|Parking Facility,1,Kota,positive reviews::2|critical reviews::0|reviews with images::0,7,,Deluxe room,4,Rajasthan
Hotel Shiva Residency,Room Service|Internet Access|Restaurant|Free Internet,"75, Rajpur Road",Rajpur Road,Dehradun,gostays,Airport Transfer Available / Surcharge|Banquet Facilities|Business Center |Currency Exchange|Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Power Backup|Wedding Services Facility|Catering|Suitable For Children|Separate Sitting Area|Coffee Shop / Cafe|Conference Facility |ATM / Banking|Open Air Restaurant / Dining |Vegetarian Food / Jain Food Available|Car Rental|Express Laundry|Water Dispenser Available|Taxi Services|Board Room|Food Facility| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Postal / Parcel Services|Family Room|Party hall|Air / Rail Booking|STD / ISD|Baggage Room|Courier Service|Guide / Sightseeing Service|Parking Facility,3,Dehradun,positive reviews::213|critical reviews::20|reviews with images::23,45,Air Conditioning |Alarm Clock|Cable / Satellite / Pay TV available|Ceiling Fan|Ensuite / Private Bathroom|Tea Coffee Kettle / Maker|Mini bar - On Charge |Internet Connection In Room|Refrigerator|Telephone|Newspapers|Reading Lamps|Toiletries|Moisturiser|Safe - In - Room |HD / LCD Satellite TV |TV|Room Heater|Mini Refrigerator,Deluxe Room (CP),4.2,Uttarakhand
Hotel Silver Seven,Room Service|Internet Access|Restaurant|Free Internet,"Hotel Silver Seven,Opp Bajaj Auto,Akurdi,Pimpri,Chinchwad,Pune",Pimpri Chinchwad,Pune,gostays,Banquet Facilities|Bar / Lounge |Business Center |Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Valet service|24 Hour Front Desk|Luggage Storage|Power Backup|Express Check-In / Check-Out|Wake-up Call / Service|Vegetarian Food / Jain Food Available|Car Rental|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Party hall|Courier Service|Outdoor Parking - Secured|Outdoor Parking - Non Secured|Parking Facility|Speciality Restaurant,0,Pune,positive reviews::52|critical reviews::5|reviews with images::6,60,Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Telephone|Shower Facility Available|Newspapers| Hot / Cold Running Water|Coffee Table|Wardrobe|HD / LCD Satellite TV |Sofa Table / Extra Seats |TV|Mirror|Dressing Area|Luggage Rack|Attached Bathroom,Deluxe Ac room,4.1,Maharashtra
Hotel Shadaab Inn,Room Service|Internet Access|Free Internet,"Vakilan Bazar, Near Gulab Singh Chowk,Inside Nagori Gate, Hisar",Gulab Singh Chowk,Hisar,regular,Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Air-Conditioning - Central|Wake-up Call / Service|Fax Machine|Multi - Line Phone|Taxi Services|Food Facility|Internet Access Free|Newspapers In Lobby|Courier Service|RO Water Purification System|Internet Access|Room Service|Fire Safety|CCTV,1,Hisar,positive reviews::155|critical reviews::21|reviews with images::15,9,"Air Conditioning |Alarm Clock|Ceiling Fan|Tea Coffee Kettle / Maker|Telephone|Newspapers| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)",Deluxe Room,4.2,Haryana
Hotel Sharda Sion,Room Service|Internet Access|Free Internet,"15-B Indira Bhavan, Road No 1, Near Sion Railway Station , Opp Ashray Intl, Sion.",Sion,Mumbai,regular,Currency Exchange|Doctor on Call|Dry Cleaning|Laundry Service Available|Lobby|Front Desk|Local Tour / Travel Desk|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Wake-up Call / Service|Smoking Area |Taxi Services|Internet Access Free|Newspapers In Lobby|Postal / Parcel Services|Family Room|Room Service (24 Hours)|Air / Rail Booking|Courier Service|Adjoining Rooms|RO Water Purification System|Internet Access|CCTV,2,Mumbai,positive reviews::34|critical reviews::8|reviews with images::6,24,Room Service |Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Shower Facility Available|Mineral Water| Hot / Cold Running Water|Housekeeping|Breakfast Available|Wardrobe|HD / LCD Satellite TV |Split A.C's|TV|Mirror|Custom Duvets / Linen|Luggage Rack|Attached Bathroom|Daily Room Cleaning|Modern Toilet Facilities|Room Door Fitted with Lock and Key|Western Toilet Seat,Standard Room Ac,3.6,Maharashtra
Hotel Saraswati Inn,Room Service,"In Front of District Colletriate, Old GT Road, Aurangabad","Opp. Singh Kothi, Old Gt Road",Aurangabad,regular,Doctor on Call|Lobby|Parking Facilities Available|Front Desk|Room Service,0,Aurangabad,,17,Room Service |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Video/ DVD/ CD Player Available|Ceiling Fan|Telephone,saraswati suite,,Bihar
Hotel Shree Vardhman Classic,Room Service|Internet Access|Free Internet,"Hotel Shree Vardhman Classic, 'D' Block, Karan Market,Indra Chowk",Others,Jammu,regular,Doctor on Call|Lift / Elevator|Lobby|Front Desk|Local Tour / Travel Desk|24 Hour Front Desk|Luggage Storage|Welcome Drinks|Power Backup|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Parking (Surcharge)|Baggage Room|RO Water Purification System|Parking Facility|Internet Access,2,Jammu,positive reviews::1|critical reviews::0|reviews with images::1,11,"Room Service |Basic Bathroom Amenities|Ceiling Fan|Mineral Water| Hot / Cold Running Water|Extra Bed, Towels, Linens, Bedding (on request)|Toiletries|Window Opens",Deluxe Room,5,Jammu and Kashmir
Hotel Siddharth,Room Service,"TABO, LAHUL AND SPITI   172113",Tabo,Lahaul and Spiti,regular,Doctor on Call|Laundry Service Available|Front Desk|Medical Assistance Available|Nature Walk|Food Facility|Baggage Room|Adjoining Rooms|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Room Service|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days,0,Lahaul and Spiti,,6,Room Service |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Breakfast Available (surcharge)| Hot / Cold Running Water|Housekeeping|Window Opens|Coffee Table|Sofa Table / Extra Seats |TV|Mirror|Attached Bathroom|Bedside Table|Curtains/Shades|Daily Room Cleaning|Modern Toilet Facilities|Sufficient Lighting|Western Toilet Seat,SUPER DELUXE,,Himachal Pradesh
Hotel Shivshakti Lodge,Room Service,"Prabat Complex, Lonand, Satara - 415521, Opp Bus Stand",Phaltan,Satara,regular,Front Desk|Luggage Storage|Parking Facility|Room Service|Fire Safety,0,Satara,,29,Room Service |Air Conditioning |Alarm Clock|Ceiling Fan| Hot / Cold Running Water,Standard A/c,,Maharashtra
Hotel Shree Maya,Room Service|Internet Access|Restaurant,"Padampura to Railway Station Road, Bansilalnagar",Mumbai-Nashik Highway,Aurangabad,regular,"Airport Transfer Available / Surcharge|Babysitting/ Child Care (surcharge)|Banquet Facilities|Beauty Salon - on charge|Business Center |Concierge|Currency Exchange|Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lobby|Non Smoking Rooms|Parking Facilities Available|Pets Allowed|Front Desk|Multi Cuisine Restaurant |Locker Facility|Secretarial Services|Local Tour / Travel Desk|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Power Backup|Express Check-In / Check-Out|Gardens|Audio - Visual Equipment|Computer Rental|Wedding Services Facility|Wake-up Call / Service|Separate Sitting Area|Grocery|Conference Facility |Fax Machine|Multi - Line Phone|Fire Place Available |Free Local Calls|Picnic Area|Cell Phone Rental|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Veranda|Open Air Restaurant / Dining |Transfers Available|Veg / Non Veg Kitchens Separate |In House Events |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Car Rental|Express Laundry|Water Dispenser Available|Taxi Services|Rooftop Garden|Food Facility| Drivers Rest Room|Newspapers In Lobby|Postal / Parcel Services|Family Room|Room Service (24 Hours)|Party hall|Air / Rail Booking|STD / ISD|Baggage Room|Courier Service|Guide / Sightseeing Service|Laptop Available on Hire|Internet / Fax (Reception area only)|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Restaurant|Room Service|Fire Safety|CCTV|Full Time Operation for All 7 Days|Paid Transfers|Pest Control Facility|Public Restrooms|Security at All Hotel Entrances|Suites",3,Aurangabad,positive reviews::90|critical reviews::31|reviews with images::19,38,Room Service |Air Conditioning |Basic Bathroom Amenities|Ceiling Fan|Telephone|Breakfast Available (surcharge)| Hot / Cold Running Water|Housekeeping|Toiletries|Makeup / Shaving Mirror|Wardrobe|HD / LCD Satellite TV |Sofa Table / Extra Seats |Attached Bathroom,Deluxe A/c Room,3.8,Maharashtra
Hotel Shiv Residency,Room Service|Internet Access,"Shiv Complex ,ST Stand Road Phaltan, Nana Patil Chowk,",Phaltan,Satara,regular,Banquet Facilities|Doctor on Call|Internet Access - Surcharge|Non Smoking Rooms|Parking Facilities Available|Front Desk|Luggage Storage|Parking Facility|Room Service,0,Satara,,15,Room Service |Air Conditioning |Alarm Clock|Ceiling Fan| Hot / Cold Running Water,Standard A/c,,Maharashtra
Hotel Savera,Room Service,"CANTONMENT AREA , FEROZEPUR",Cantt,Firozpur,regular,24 Hour Front Desk|Room Service (24 Hours)|Parking Facility,2,Firozpur,,11,,SEMI DELUXE,,Punjab
Hotel Singh International,Room Service|Internet Access|Free Internet,"181, City Centre, Near Bus Stand",Golden Temple Area,Amritsar,regular,Airport Transfer Available / Surcharge|Business Center |Currency Exchange|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Locker Facility|Local Tour / Travel Desk|24 Hour Front Desk|Luggage Storage|Multi Lingual Staff|Kitchen available (home cook food on request)|Transfers Available|Vegetarian Food / Jain Food Available|Car Rental|Taxi Services|Food Facility| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Air / Rail Booking|Baggage Room|Guide / Sightseeing Service|Internet / Fax (Reception area only)|RO Water Purification System|Parking Facility|Internet Access|Room Service|Fire Safety|Full Time Operation for All 7 Days,2,Amritsar,positive reviews::171|critical reviews::40|reviews with images::29,18,"Room Service |Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Internet Connection In Room|Telephone|Breakfast Available (surcharge)| Hot / Cold Running Water|Housekeeping|Extra Bed, Towels, Linens, Bedding (on request)|Toiletries|Handheld Showers|HD / LCD Satellite TV |Split A.C's|TV|Mirror|Utensils (on request)|Gas Cylinder - Chargeable|Local Calls Free|Attached Bathroom",Deluxe Room,3.9,Punjab
